유입량_Qt_1_F,유입량_Qt_2_F,유입량_Qt_3_F,유입량_Qt_4_F,유입량_Qt_5_F,유입량_Qt_6_F
3926.943038,3947.407595,4126.088131,4439.64889,4834.5545,5243.433493
3947.407595,4126.088131,4439.64889,4834.5545,5243.433493,5543.570004
4126.088131,4439.64889,4834.5545,5243.433493,5543.570004,5632.572322
4439.64889,4834.5545,5243.433493,5543.570004,5632.572322,5544.689743
4834.5545,5243.433493,5543.570004,5632.572322,5544.689743,5348.331817
5243.433493,5543.570004,5632.572322,5544.689743,5348.331817,5102.829996
5543.570004,5632.572322,5544.689743,5348.331817,5102.829996,4831.203347
5632.572322,5544.689743,5348.331817,5102.829996,4831.203347,4547.392841
5544.689743,5348.331817,5102.829996,4831.203347,4547.392841,4264.156381
5348.331817,5102.829996,4831.203347,4547.392841,4264.156381,3989.51959
5102.829996,4831.203347,4547.392841,4264.156381,3989.51959,3730.32502
4831.203347,4547.392841,4264.156381,3989.51959,3730.32502,3492.29881
4547.392841,4264.156381,3989.51959,3730.32502,3492.29881,3276.701446
4264.156381,3989.51959,3730.32502,3492.29881,3276.701446,3083.677002
3989.51959,3730.32502,3492.29881,3276.701446,3083.677002,2913.301703
3730.32502,3492.29881,3276.701446,3083.677002,2913.301703,2765.380394
3492.29881,3276.701446,3083.677002,2913.301703,2765.380394,2639.650075
3276.701446,3083.677002,2913.301703,2765.380394,2639.650075,2533.421938
3083.677002,2913.301703,2765.380394,2639.650075,2533.421938,2434.303935
2913.301703,2765.380394,2639.650075,2533.421938,2434.303935,2327.478212
2765.380394,2639.650075,2533.421938,2434.303935,2327.478212,2204.343678
2639.650075,2533.421938,2434.303935,2327.478212,2204.343678,2081.166295
2533.421938,2434.303935,2327.478212,2204.343678,2081.166295,1980.428786
2434.303935,2327.478212,2204.343678,2081.166295,1980.428786,1917.921884
2327.478212,2204.343678,2081.166295,1980.428786,1917.921884,1882.668349
2204.343678,2081.166295,1980.428786,1917.921884,1882.668349,1856.99895
2081.166295,1980.428786,1917.921884,1882.668349,1856.99895,1829.918822
1980.428786,1917.921884,1882.668349,1856.99895,1829.918822,1817.13056
1917.921884,1882.668349,1856.99895,1829.918822,1817.13056,1833.079388
1882.668349,1856.99895,1829.918822,1817.13056,1833.079388,1860.483572
1856.99895,1829.918822,1817.13056,1833.079388,1860.483572,1874.129638
1829.918822,1817.13056,1833.079388,1860.483572,1874.129638,1855.610625
1817.13056,1833.079388,1860.483572,1874.129638,1855.610625,1813.74562
1833.079388,1860.483572,1874.129638,1855.610625,1813.74562,1764.160221
1860.483572,1874.129638,1855.610625,1813.74562,1764.160221,1720.585244
1874.129638,1855.610625,1813.74562,1764.160221,1720.585244,1689.172367
1855.610625,1813.74562,1764.160221,1720.585244,1689.172367,1674.178489
1813.74562,1764.160221,1720.585244,1689.172367,1674.178489,1678.137501
1764.160221,1720.585244,1689.172367,1674.178489,1678.137501,1696.691286
1720.585244,1689.172367,1674.178489,1678.137501,1696.691286,1723.758722
1689.172367,1674.178489,1678.137501,1696.691286,1723.758722,1752.552366
1674.178489,1678.137501,1696.691286,1723.758722,1752.552366,1773.459484
1678.137501,1696.691286,1723.758722,1752.552366,1773.459484,1776.161022
1696.691286,1723.758722,1752.552366,1773.459484,1776.161022,1754.674031
1723.758722,1752.552366,1773.459484,1776.161022,1754.674031,1720.359987
1752.552366,1773.459484,1776.161022,1754.674031,1720.359987,1688.916475
1773.459484,1776.161022,1754.674031,1720.359987,1688.916475,1674.478443
1776.161022,1754.674031,1720.359987,1688.916475,1674.478443,1684.930304
1754.674031,1720.359987,1688.916475,1674.478443,1684.930304,1726.593837
1720.359987,1688.916475,1674.478443,1684.930304,1726.593837,1799.26964
1688.916475,1674.478443,1684.930304,1726.593837,1799.26964,1876.673598
1674.478443,1684.930304,1726.593837,1799.26964,1876.673598,1926.000417
1684.930304,1726.593837,1799.26964,1876.673598,1926.000417,1999.903357
1726.593837,1799.26964,1876.673598,1926.000417,1999.903357,2492.869896
1799.26964,1876.673598,1926.000417,1999.903357,2492.869896,3744.195564
1876.673598,1926.000417,1999.903357,2492.869896,3744.195564,5530.573882
1926.000417,1999.903357,2492.869896,3744.195564,5530.573882,7488.047869
1999.903357,2492.869896,3744.195564,5530.573882,7488.047869,9277.372727
2492.869896,3744.195564,5530.573882,7488.047869,9277.372727,10658.15238
3744.195564,5530.573882,7488.047869,9277.372727,10658.15238,11414.70295
5530.573882,7488.047869,9277.372727,10658.15238,11414.70295,11421.58913
7488.047869,9277.372727,10658.15238,11414.70295,11421.58913,10914.37006
9277.372727,10658.15238,11414.70295,11421.58913,10914.37006,10218.85346
10658.15238,11414.70295,11421.58913,10914.37006,10218.85346,9634.043068
11414.70295,11421.58913,10914.37006,10218.85346,9634.043068,9351.726692
11421.58913,10914.37006,10218.85346,9634.043068,9351.726692,9536.888156
10914.37006,10218.85346,9634.043068,9351.726692,9536.888156,10306.82928
10218.85346,9634.043068,9351.726692,9536.888156,10306.82928,11588.12383
9634.043068,9351.726692,9536.888156,10306.82928,11588.12383,13259.6636
9351.726692,9536.888156,10306.82928,11588.12383,13259.6636,15180.11774
9536.888156,10306.82928,11588.12383,13259.6636,15180.11774,17127.26494
10306.82928,11588.12383,13259.6636,15180.11774,17127.26494,18858.6613
11588.12383,13259.6636,15180.11774,17127.26494,18858.6613,20174.20355
13259.6636,15180.11774,17127.26494,18858.6613,20174.20355,21043.15105
15180.11774,17127.26494,18858.6613,20174.20355,21043.15105,21477.10381
17127.26494,18858.6613,20174.20355,21043.15105,21477.10381,21504.40226
18858.6613,20174.20355,21043.15105,21477.10381,21504.40226,21220.34846
20174.20355,21043.15105,21477.10381,21504.40226,21220.34846,20718.7612
21043.15105,21477.10381,21504.40226,21220.34846,20718.7612,20020.56473
21477.10381,21504.40226,21220.34846,20718.7612,20020.56473,19128.45963
21504.40226,21220.34846,20718.7612,20020.56473,19128.45963,18050.90878
21220.34846,20718.7612,20020.56473,19128.45963,18050.90878,16819.42433
20718.7612,20020.56473,19128.45963,18050.90878,16819.42433,15471.28072
20020.56473,19128.45963,18050.90878,16819.42433,15471.28072,14052.67539
19128.45963,18050.90878,16819.42433,15471.28072,14052.67539,12645.49781
18050.90878,16819.42433,15471.28072,14052.67539,12645.49781,11340.56043
16819.42433,15471.28072,14052.67539,12645.49781,11340.56043,10209.59216
15471.28072,14052.67539,12645.49781,11340.56043,10209.59216,9247.987689
14052.67539,12645.49781,11340.56043,10209.59216,9247.987689,8432.058148
12645.49781,11340.56043,10209.59216,9247.987689,8432.058148,7739.424592
11340.56043,10209.59216,9247.987689,8432.058148,7739.424592,7152.947762
10209.59216,9247.987689,8432.058148,7739.424592,7152.947762,6656.798321
9247.987689,8432.058148,7739.424592,7152.947762,6656.798321,6236.714553
8432.058148,7739.424592,7152.947762,6656.798321,6236.714553,5884.705227
7739.424592,7152.947762,6656.798321,6236.714553,5884.705227,5594.34673
7152.947762,6656.798321,6236.714553,5884.705227,5594.34673,5358.497749
6656.798321,6236.714553,5884.705227,5594.34673,5358.497749,5167.14616
6236.714553,5884.705227,5594.34673,5358.497749,5167.14616,5009.562135
5884.705227,5594.34673,5358.497749,5167.14616,5009.562135,4877.147403
5594.34673,5358.497749,5167.14616,5009.562135,4877.147403,4769.829906
5358.497749,5167.14616,5009.562135,4877.147403,4769.829906,4689.669141
5167.14616,5009.562135,4877.147403,4769.829906,4689.669141,4635.525424
5009.562135,4877.147403,4769.829906,4689.669141,4635.525424,4593.462339
4877.147403,4769.829906,4689.669141,4635.525424,4593.462339,4550.943123
4769.829906,4689.669141,4635.525424,4593.462339,4550.943123,4513.826347
4689.669141,4635.525424,4593.462339,4550.943123,4513.826347,4492.569416
4635.525424,4593.462339,4550.943123,4513.826347,4492.569416,4495.458857
4593.462339,4550.943123,4513.826347,4492.569416,4495.458857,4522.097697
4550.943123,4513.826347,4492.569416,4495.458857,4522.097697,4569.918084
4513.826347,4492.569416,4495.458857,4522.097697,4569.918084,4635.176268
4492.569416,4495.458857,4522.097697,4569.918084,4635.176268,4709.424905
4495.458857,4522.097697,4569.918084,4635.176268,4709.424905,4783.040753
4522.097697,4569.918084,4635.176268,4709.424905,4783.040753,4849.43107
4569.918084,4635.176268,4709.424905,4783.040753,4849.43107,4914.12512
4635.176268,4709.424905,4783.040753,4849.43107,4914.12512,4985.682671
4709.424905,4783.040753,4849.43107,4914.12512,4985.682671,5072.337093
4783.040753,4849.43107,4914.12512,4985.682671,5072.337093,5181.016169
4849.43107,4914.12512,4985.682671,5072.337093,5181.016169,5318.321285
4914.12512,4985.682671,5072.337093,5181.016169,5318.321285,5485.279964
4985.682671,5072.337093,5181.016169,5318.321285,5485.279964,5660.624275
5072.337093,5181.016169,5318.321285,5485.279964,5660.624275,5817.512421
5181.016169,5318.321285,5485.279964,5660.624275,5817.512421,5934.568725
5318.321285,5485.279964,5660.624275,5817.512421,5934.568725,6012.28199
5485.279964,5660.624275,5817.512421,5934.568725,6012.28199,6056.607138
5660.624275,5817.512421,5934.568725,6012.28199,6056.607138,6072.353858
5817.512421,5934.568725,6012.28199,6056.607138,6072.353858,6059.750906
5934.568725,6012.28199,6056.607138,6072.353858,6059.750906,6017.881808
6012.28199,6056.607138,6072.353858,6059.750906,6017.881808,5942.290677
6056.607138,6072.353858,6059.750906,6017.881808,5942.290677,5814.363983
6072.353858,6059.750906,6017.881808,5942.290677,5814.363983,5623.501978
6059.750906,6017.881808,5942.290677,5814.363983,5623.501978,5405.31769
6017.881808,5942.290677,5814.363983,5623.501978,5405.31769,5206.977343
5942.290677,5814.363983,5623.501978,5405.31769,5206.977343,5062.315361
5814.363983,5623.501978,5405.31769,5206.977343,5062.315361,4951.838972
5623.501978,5405.31769,5206.977343,5062.315361,4951.838972,4842.723605
5405.31769,5206.977343,5062.315361,4951.838972,4842.723605,4711.053643
5206.977343,5062.315361,4951.838972,4842.723605,4711.053643,4568.549295
5062.315361,4951.838972,4842.723605,4711.053643,4568.549295,4435.839728
4951.838972,4842.723605,4711.053643,4568.549295,4435.839728,4327.93577
4842.723605,4711.053643,4568.549295,4435.839728,4327.93577,4237.374915
4711.053643,4568.549295,4435.839728,4327.93577,4237.374915,4151.076318
4568.549295,4435.839728,4327.93577,4237.374915,4151.076318,4057.88599
4435.839728,4327.93577,4237.374915,4151.076318,4057.88599,3954.357349
4327.93577,4237.374915,4151.076318,4057.88599,3954.357349,3838.970667
4237.374915,4151.076318,4057.88599,3954.357349,3838.970667,3712.538026
4151.076318,4057.88599,3954.357349,3838.970667,3712.538026,3585.198754
4057.88599,3954.357349,3838.970667,3712.538026,3585.198754,3469.423987
3954.357349,3838.970667,3712.538026,3585.198754,3469.423987,3373.123471
3838.970667,3712.538026,3585.198754,3469.423987,3373.123471,3285.961383
3712.538026,3585.198754,3469.423987,3373.123471,3285.961383,3193.040509
3585.198754,3469.423987,3373.123471,3285.961383,3193.040509,3085.966237
3469.423987,3373.123471,3285.961383,3193.040509,3085.966237,2982.354376
292.0020085,307.7597144,323.9932666,323.1541383,293.2403128,261.1776776
307.7597144,323.9932666,323.1541383,293.2403128,261.1776776,256.3884027
323.9932666,323.1541383,293.2403128,261.1776776,256.3884027,279.3518813
323.1541383,293.2403128,261.1776776,256.3884027,279.3518813,319.8849692
293.2403128,261.1776776,256.3884027,279.3518813,319.8849692,354.0971495
261.1776776,256.3884027,279.3518813,319.8849692,354.0971495,363.6704345
256.3884027,279.3518813,319.8849692,354.0971495,363.6704345,366.2843275
279.3518813,319.8849692,354.0971495,363.6704345,366.2843275,381.6370858
319.8849692,354.0971495,363.6704345,366.2843275,381.6370858,401.5044924
354.0971495,363.6704345,366.2843275,381.6370858,401.5044924,412.0103746
363.6704345,366.2843275,381.6370858,401.5044924,412.0103746,404.5932134
366.2843275,381.6370858,401.5044924,412.0103746,404.5932134,373.1862929
381.6370858,401.5044924,412.0103746,404.5932134,373.1862929,316.3874571
401.5044924,412.0103746,404.5932134,373.1862929,316.3874571,240.8780902
412.0103746,404.5932134,373.1862929,316.3874571,240.8780902,181.0091767
404.5932134,373.1862929,316.3874571,240.8780902,181.0091767,166.299166
373.1862929,316.3874571,240.8780902,181.0091767,166.299166,179.2667662
316.3874571,240.8780902,181.0091767,166.299166,179.2667662,196.8294717
240.8780902,181.0091767,166.299166,179.2667662,196.8294717,220.499666
181.0091767,166.299166,179.2667662,196.8294717,220.499666,252.1105763
166.299166,179.2667662,196.8294717,220.499666,252.1105763,270.1839179
179.2667662,196.8294717,220.499666,252.1105763,270.1839179,257.205378
196.8294717,220.499666,252.1105763,270.1839179,257.205378,234.8280423
220.499666,252.1105763,270.1839179,257.205378,234.8280423,226.9954242
252.1105763,270.1839179,257.205378,234.8280423,226.9954242,227.6453482
270.1839179,257.205378,234.8280423,226.9954242,227.6453482,227.7229041
257.205378,234.8280423,226.9954242,227.6453482,227.7229041,236.207931
234.8280423,226.9954242,227.6453482,227.7229041,236.207931,259.5719429
226.9954242,227.6453482,227.7229041,236.207931,259.5719429,276.2184014
227.6453482,227.7229041,236.207931,259.5719429,276.2184014,266.3296492
227.7229041,236.207931,259.5719429,276.2184014,266.3296492,245.2716026
236.207931,259.5719429,276.2184014,266.3296492,245.2716026,233.6993571
259.5719429,276.2184014,266.3296492,245.2716026,233.6993571,238.2411505
276.2184014,266.3296492,245.2716026,233.6993571,238.2411505,261.0953686
266.3296492,245.2716026,233.6993571,238.2411505,261.0953686,300.7678466
245.2716026,233.6993571,238.2411505,261.0953686,300.7678466,350.1921619
233.6993571,238.2411505,261.0953686,300.7678466,350.1921619,383.7054115
238.2411505,261.0953686,300.7678466,350.1921619,383.7054115,378.6385249
261.0953686,300.7678466,350.1921619,383.7054115,378.6385249,342.8942437
300.7678466,350.1921619,383.7054115,378.6385249,342.8942437,295.1876479
350.1921619,383.7054115,378.6385249,342.8942437,295.1876479,266.911359
383.7054115,378.6385249,342.8942437,295.1876479,266.911359,281.2130866
378.6385249,342.8942437,295.1876479,266.911359,281.2130866,315.5833503
342.8942437,295.1876479,266.911359,281.2130866,315.5833503,348.4434234
295.1876479,266.911359,281.2130866,315.5833503,348.4434234,407.5947841
266.911359,281.2130866,315.5833503,348.4434234,407.5947841,526.4366021
281.2130866,315.5833503,348.4434234,407.5947841,526.4366021,711.3786063
315.5833503,348.4434234,407.5947841,526.4366021,711.3786063,961.3497556
348.4434234,407.5947841,526.4366021,711.3786063,961.3497556,1272.345368
407.5947841,526.4366021,711.3786063,961.3497556,1272.345368,1634.165801
526.4366021,711.3786063,961.3497556,1272.345368,1634.165801,2014.765212
711.3786063,961.3497556,1272.345368,1634.165801,2014.765212,2423.819747
961.3497556,1272.345368,1634.165801,2014.765212,2423.819747,3059.7397
1272.345368,1634.165801,2014.765212,2423.819747,3059.7397,4066.954904
1634.165801,2014.765212,2423.819747,3059.7397,4066.954904,5185.239198
2014.765212,2423.819747,3059.7397,4066.954904,5185.239198,6094.171626
2423.819747,3059.7397,4066.954904,5185.239198,6094.171626,6637.208051
3059.7397,4066.954904,5185.239198,6094.171626,6637.208051,6750.333742
4066.954904,5185.239198,6094.171626,6637.208051,6750.333742,6575.774762
5185.239198,6094.171626,6637.208051,6750.333742,6575.774762,6282.734169
6094.171626,6637.208051,6750.333742,6575.774762,6282.734169,5942.082186
6637.208051,6750.333742,6575.774762,6282.734169,5942.082186,5600.405223
6750.333742,6575.774762,6282.734169,5942.082186,5600.405223,5305.487236
6575.774762,6282.734169,5942.082186,5600.405223,5305.487236,5099.528712
6282.734169,5942.082186,5600.405223,5305.487236,5099.528712,5001.198688
5942.082186,5600.405223,5305.487236,5099.528712,5001.198688,5032.944622
5600.405223,5305.487236,5099.528712,5001.198688,5032.944622,5255.859106
5305.487236,5099.528712,5001.198688,5032.944622,5255.859106,5681.877038
5099.528712,5001.198688,5032.944622,5255.859106,5681.877038,6087.657409
5001.198688,5032.944622,5255.859106,5681.877038,6087.657409,6239.639908
5032.944622,5255.859106,5681.877038,6087.657409,6239.639908,6098.662915
5255.859106,5681.877038,6087.657409,6239.639908,6098.662915,5706.999567
5681.877038,6087.657409,6239.639908,6098.662915,5706.999567,5238.263323
6087.657409,6239.639908,6098.662915,5706.999567,5238.263323,4871.484066
6239.639908,6098.662915,5706.999567,5238.263323,4871.484066,4676.017047
6098.662915,5706.999567,5238.263323,4871.484066,4676.017047,4710.62863
5706.999567,5238.263323,4871.484066,4676.017047,4710.62863,5101.40426
5238.263323,4871.484066,4676.017047,4710.62863,5101.40426,5905.210531
4871.484066,4676.017047,4710.62863,5101.40426,5905.210531,6834.719532
4676.017047,4710.62863,5101.40426,5905.210531,6834.719532,7558.072984
4710.62863,5101.40426,5905.210531,6834.719532,7558.072984,7909.485615
5101.40426,5905.210531,6834.719532,7558.072984,7909.485615,7818.601665
5905.210531,6834.719532,7558.072984,7909.485615,7818.601665,7430.710414
6834.719532,7558.072984,7909.485615,7818.601665,7430.710414,6928.135126
7558.072984,7909.485615,7818.601665,7430.710414,6928.135126,6425.689982
7909.485615,7818.601665,7430.710414,6928.135126,6425.689982,5993.694874
7818.601665,7430.710414,6928.135126,6425.689982,5993.694874,5592.001649
7430.710414,6928.135126,6425.689982,5993.694874,5592.001649,5172.359719
6928.135126,6425.689982,5993.694874,5592.001649,5172.359719,4764.576811
6425.689982,5993.694874,5592.001649,5172.359719,4764.576811,4406.145812
5993.694874,5592.001649,5172.359719,4764.576811,4406.145812,4087.241935
5592.001649,5172.359719,4764.576811,4406.145812,4087.241935,3793.165584
5172.359719,4764.576811,4406.145812,4087.241935,3793.165584,3537.035585
4764.576811,4406.145812,4087.241935,3793.165584,3537.035585,3331.977677
4406.145812,4087.241935,3793.165584,3537.035585,3331.977677,3163.326817
4087.241935,3793.165584,3537.035585,3331.977677,3163.326817,3010.974073
3793.165584,3537.035585,3331.977677,3163.326817,3010.974073,2860.825742
3537.035585,3331.977677,3163.326817,3010.974073,2860.825742,2702.461983
3331.977677,3163.326817,3010.974073,2860.825742,2702.461983,2534.143179
3163.326817,3010.974073,2860.825742,2702.461983,2534.143179,2352.685421
242.9571148,232.7638127,221.050131,209.9806227,200.3431661,192.3595756
232.7638127,221.050131,209.9806227,200.3431661,192.3595756,185.3640845
221.050131,209.9806227,200.3431661,192.3595756,185.3640845,178.5951288
209.9806227,200.3431661,192.3595756,185.3640845,178.5951288,171.8530416
200.3431661,192.3595756,185.3640845,178.5951288,171.8530416,165.2942756
192.3595756,185.3640845,178.5951288,171.8530416,165.2942756,159.1661743
185.3640845,178.5951288,171.8530416,165.2942756,159.1661743,153.8496211
178.5951288,171.8530416,165.2942756,159.1661743,153.8496211,149.853507
171.8530416,165.2942756,159.1661743,153.8496211,149.853507,148.0652141
165.2942756,159.1661743,153.8496211,149.853507,148.0652141,149.5454635
159.1661743,153.8496211,149.853507,148.0652141,149.5454635,155.6698433
153.8496211,149.853507,148.0652141,149.5454635,155.6698433,168.1144548
149.853507,148.0652141,149.5454635,155.6698433,168.1144548,189.4425861
148.0652141,149.5454635,155.6698433,168.1144548,189.4425861,221.4961625
149.5454635,155.6698433,168.1144548,189.4425861,221.4961625,262.3444714
155.6698433,168.1144548,189.4425861,221.4961625,262.3444714,309.4154423
168.1144548,189.4425861,221.4961625,262.3444714,309.4154423,361.3442105
189.4425861,221.4961625,262.3444714,309.4154423,361.3442105,416.9136332
221.4961625,262.3444714,309.4154423,361.3442105,416.9136332,474.2902475
262.3444714,309.4154423,361.3442105,416.9136332,474.2902475,532.3304131
309.4154423,361.3442105,416.9136332,474.2902475,532.3304131,593.2660985
361.3442105,416.9136332,474.2902475,532.3304131,593.2660985,659.6292737
416.9136332,474.2902475,532.3304131,593.2660985,659.6292737,731.7763037
474.2902475,532.3304131,593.2660985,659.6292737,731.7763037,809.431484
532.3304131,593.2660985,659.6292737,731.7763037,809.431484,891.9664351
593.2660985,659.6292737,731.7763037,809.431484,891.9664351,979.3979909
659.6292737,731.7763037,809.431484,891.9664351,979.3979909,1074.676514
731.7763037,809.431484,891.9664351,979.3979909,1074.676514,1180.901824
809.431484,891.9664351,979.3979909,1074.676514,1180.901824,1298.838041
891.9664351,979.3979909,1074.676514,1180.901824,1298.838041,1429.29736
979.3979909,1074.676514,1180.901824,1298.838041,1429.29736,1575.61999
1074.676514,1180.901824,1298.838041,1429.29736,1575.61999,1741.588108
1180.901824,1298.838041,1429.29736,1575.61999,1741.588108,1930.223748
1298.838041,1429.29736,1575.61999,1741.588108,1930.223748,2142.9818
1429.29736,1575.61999,1741.588108,1930.223748,2142.9818,2375.808706
1575.61999,1741.588108,1930.223748,2142.9818,2375.808706,2621.980591
1741.588108,1930.223748,2142.9818,2375.808706,2621.980591,2869.600756
1930.223748,2142.9818,2375.808706,2621.980591,2869.600756,3105.020971
2142.9818,2375.808706,2621.980591,2869.600756,3105.020971,3312.759716
2375.808706,2621.980591,2869.600756,3105.020971,3312.759716,3478.231719
2621.980591,2869.600756,3105.020971,3312.759716,3478.231719,3592.26999
2869.600756,3105.020971,3312.759716,3478.231719,3592.26999,3648.191784
3105.020971,3312.759716,3478.231719,3592.26999,3648.191784,3645.109618
3312.759716,3478.231719,3592.26999,3648.191784,3645.109618,3588.371991
3478.231719,3592.26999,3648.191784,3645.109618,3588.371991,3485.142589
3592.26999,3648.191784,3645.109618,3588.371991,3485.142589,3344.739565
3648.191784,3645.109618,3588.371991,3485.142589,3344.739565,3177.233757
3645.109618,3588.371991,3485.142589,3344.739565,3177.233757,2993.552304
3588.371991,3485.142589,3344.739565,3177.233757,2993.552304,2804.16229
3485.142589,3344.739565,3177.233757,2993.552304,2804.16229,2616.834286
3344.739565,3177.233757,2993.552304,2804.16229,2616.834286,2438.2522
3177.233757,2993.552304,2804.16229,2616.834286,2438.2522,2273.449797
2993.552304,2804.16229,2616.834286,2438.2522,2273.449797,2126.566223
2804.16229,2616.834286,2438.2522,2273.449797,2126.566223,1999.812287
2616.834286,2438.2522,2273.449797,2126.566223,1999.812287,1894.826086
2438.2522,2273.449797,2126.566223,1999.812287,1894.826086,1812.883211
2273.449797,2126.566223,1999.812287,1894.826086,1812.883211,1755.108243
2126.566223,1999.812287,1894.826086,1812.883211,1755.108243,1722.384234
1999.812287,1894.826086,1812.883211,1755.108243,1722.384234,1715.203129
1894.826086,1812.883211,1755.108243,1722.384234,1715.203129,1732.733969
